"('O3', '1')","('O3', '1')","('O3', '1')","('O3', '1')","('O3', '1')","('O3', '1')",-,-,-,-
"('O2', '2')","('O2', '2')","('O2', '2')","('O2', '2')","('O2', '2')","('O2', '2')","('O2', '2')","('O2', '2')",-,-
